Ledger_Code,Revenue,Profit
1020201126,22750.0,14404.41003855105
1020201127,4446.7,2753.3610925391713
1020201128,26715.0,2278.484894617264
1020201129,3000.0,1938.4025842724334
1020201130,500.0,263.3283048890339
1020201131,110762.9,4000.955920694315
1020201132,5806.8,2458.6931076859637
1020201133,13725.0,-5206.758125456215
1020201134,54827.7,6886.674967210019
1020201135,450.0,-264.2444311284568
1020201137,155168.35,11286.473809798732
1020201140,0.0,0.0
1020201141,5000.0,3223.6715325225377
1020201143,0.0,-89.81290664692517
1020201144,119700.0,-846.2278569414598
1020201145,13357.0,201.94180902300923
1020201148,189423.37,15215.51896562895
1020201149,12775.0,3352.8724353973703
1020201150,1186.25,132.72668853105802
1020201151,154310.0,22582.597984526583
1020201152,0.0,0.0
1020201153,800.0,547.9226456495556
1020201154,1117575.31,86226.30834332903
1020201155,118666.55,4188.213783790033
1020201156,83340.0,15677.648104225393
1020201157,20044.25,1918.6545376120744
1020201158,35225.0,1337.6290251013845
1020201159,547.5,244.9540916533649
1020201160,2965.0,2226.281062561145
1020201162,38515.0,1049.3644639302493
1020201163,1314.0,553.336972368605
1020201165,450.0,440.9167713591113
1020201166,24250.0,2405.5149010187743
1020201167,179855.52,8697.859362623592
1020201169,6430.0,906.1146569602842
1020201172,1200.0,445.96139461234657
1020201173,6225.0,-53.96377108810884
1020201174,39376.47,4910.251488135097
1020201175,1550.0,593.2984114046537
1020201176,18203.35,1795.4890456777102
1020201177,26000.0,1457.2090510700618
1020201178,87124.02,14966.221382826376
1020201179,78342.34,5636.999777893508
1020201180,27915.0,6169.6328586425125
1020201181,380.0,173.77713691997738
1020201182,176721.75,24470.982087954217
1020201183,7527.0,1865.317024003779
1020201184,1650.0,585.0766637536087
1020201185,22812.5,-385.49041880555524
1020201186,8175.0,360.8860781568628
1020201187,3000.0,376.8139814264787
1020201188,594814.51,53660.26816184603
1020201189,44795.0,16536.585989137035
1020201190,232708.7,24111.572570654487
1020201191,6400.0,2144.1932207071477
1020201192,15050.0,5412.4632498414285
1020201193,5115.4,1879.665483199051
1020201195,21379.0,-422.5441877254052
1020201196,177458.75,12487.446095342764
1020201197,210790.35,24343.810726051935
1020201198,4745.0,3895.6047294254645
1020201199,3047.75,-342.74461319798183
1020201200,1075.0,605.1591641723796
1020201201,204538.5,10626.886380119417
1020201202,12212.5,1982.090374800216
1020201203,628688.95,23999.679212755855
1020201204,57779.95999999999,3787.835946494559
1020201205,44145.75,4373.319533481608
1020201206,159669.5,3628.8439925496905
1020201207,150186.65,24532.052868438237
1020201208,2430.0,518.6804954023554
1020201209,379773.47,56314.244073250135
1020201210,30524.47,5593.056141655561
1020201211,33045.0,7141.439070353408
1020201212,67320.0,-262.2385442955747
1020201213,16000.0,4429.810479765674
1020201214,14490.0,2927.1009954957854
1020201215,1370.0,119.9046935449926
1020201216,19264.05,1741.2221710278573
1020201217,174233.25,5131.588045964565
1020201218,26569.0,407.60194377470543
1020201219,8725.0,3331.473322029242
1020201220,143816.5,11789.445239464938
1020201221,16618.0,615.2639528797226
1020201222,94650.6,303.859308761399
1020201223,88616.93000000001,3378.3469881303645
1020201224,3559.0,1662.3016177495801
1020201225,13987.5,2986.7066071305076
1020201226,60219.0,-776.780031446681
1020201227,2158105.2,204837.59392658775
1020201228,450.0,437.57609371139836
1020201229,23511.0,1022.4100280851253
1020201230,6975.0,1354.929452526675
1020201231,6975.0,1354.929452526675
1020201232,1681931.69,177863.8912957039
1020201234,6225.0,1070.6287491588328
1020201235,10225.0,3185.396164770648
1020201236,38592.5,350.9345384597982
1020201237,9028.0,583.0868428745271
1020201238,113082.3,32728.35399924958
1020201239,5500.55,610.6739303109425
1020201240,477721.0,176265.79812982606
1020201241,13070.0,4229.398232055341
1020201242,96618.4,8264.1151876627
1020201245,720.0,397.6269042805541
1020201246,72475.95,6674.436428665298
1020201247,193592.0,23877.722587078388
1020201248,1200.0,460.20915701756365
1020201249,19575.0,4820.246132443101
1020201250,13858.0,3774.2310483334168
1020201251,450.0,441.7799157392044
1020201252,23450.0,1918.3161408464098
1020201253,23148.0,3798.9317062320265
1020201254,12000.0,4970.490321971254
1020201255,21130.0,4453.502702596792
1020201256,5652.3,2113.892053061836
1020201257,2775.0,1268.1758869558525
1020201258,13745.0,6995.41332905035
1020201259,6570.0,705.9264511741649
1020201260,11040.0,2923.3060997098723
1020201261,2792.25,1427.0369879719274
1020201262,450.0,434.8236673881921
1020201264,16431.0,1354.0012311716464
1020201265,12000.0,6918.878080122289
1020201267,56980.0,11491.56513260893
1020201268,3103.48,1489.3833120081601
1020201269,3103.48,1489.3833120081601
1020201270,3183.48,1435.509165875642
1020201271,3183.48,1619.347816220516
1020201272,17483.97,1164.1240889352812
1020201273,9734.0,1608.4285786590308
1020201274,49881.49,18685.497171128914
1020201275,223350.0,67005.06591392023
1020201276,2400.0,498.1957742215046
1020201277,67015.3,11125.437464024866
1020201278,123243.55,27584.811238579605
1020201279,13764.0,3228.4608460504523
1020201280,53150.0,13621.451535575403
1020201281,5300.0,1521.665915984142
1020201282,1200.0,270.6668755327988
1020201283,6000.0,3592.8564777807433
1020201284,2774.0,304.3597834668549
1020201286,200.0,101.15893591045825
1020201287,7519.35,1109.6447207604951
1020201288,23725.0,-2362.535348479054
1020201289,5130.0,1280.5854025408707
1020201290,900.0,374.0373443565966
1020201291,11350.0,3701.745364577331
1020201293,24842.0,5173.066653580738
1020201294,40822.0,3639.2916230438727
1020201295,2250.0,917.6875774126315
1020201297,9400.0,154.913538604294
1020201298,10991.0,1333.5272941190378
1020201299,7200.0,6529.521269711236
1020201300,51445.0,16075.453338059313
1020201301,17375.0,6475.554279011829
1020201302,11084.5,752.8216981502178
1020201303,10305.0,314.6274925850321
1020201304,417850.0,99174.4320503248
1020201305,11350.0,4331.941196162727
1020201307,15616.0,905.342390548527
1020201308,70221.51,8072.674535598581
1020201309,7207.0,1075.684474736769
1020201310,1300.0,793.5811151896082
1020201311,28900.0,8142.495839527906
1020201312,39818.0,-636.4449636004283
1020201313,275809.5,14727.801195793827
1020201314,13365.0,-1338.3688199385506
1020201315,166147.01,10853.9265305479
1020201316,1200.0,463.8394563962204
1020201317,15810.0,2089.232711194541
1020201318,1650.0,369.75598405433834
1020201320,2461.0,211.07686749953064
1020201321,5800.0,750.3983025449463
1020201322,2804.0,732.9781944233241
1020201323,10518.0,3330.5369152518033
1020201324,10950.0,3046.6944908184832
1020201325,22571.0,1989.0765858795285
1020201326,15495.0,-2575.7407306358273
1020201327,22355.0,1225.7785655854987
1020201328,17625.0,8022.32789319861
1020201329,34338.0,3734.5540210730833
1020201330,5156.0,1460.8771605121378
1020201332,7850.0,1862.4554349485054
1020201333,5400.0,1935.9491745025575
1020201334,6710.0,210.67535113427402
1020201335,25492.25,5477.380603085974
1020201336,42066.0,693.708481933405
1020201337,1350.0,866.1749389287445
1020201338,20966.0,757.1520712703314
1020201341,3953.0,631.3838983701771
1020201342,12150.0,979.3668340992754
1020201343,1125.0,436.74722990899556
1020201344,2100.0,740.9909444682526
1020201345,9235.0,1206.1044749580387
1020201346,874889.55,28158.527177360076
1020201347,9595.0,2467.3364819870885
1020201348,1500.0,796.9049196606168
1020201349,18728.0,1334.5234059617105
1020201350,1910.0,411.6374647782211
1020201351,700.0,322.7179707726433
1020201352,9350.0,972.8893196859735
1020201353,1263.0,536.5251926779545
1020201354,500.0,183.77421694665247
1020201355,14800.0,2070.4269206001723
1020201356,3824.0,820.5119932225007
1020201357,3150.0,74.61152568135935
1020201358,41341.0,13331.713197689742
1020201359,1837.21,-122.73977765724385
1020201361,2450.0,194.03729826190374
1020201362,41655.5,2854.0339004804273
1020201364,6550.0,3002.832175648747
1020201365,2750.0,894.0214572327491
1020201366,797.0,406.8545823325459
1020201368,1276.0,202.10595615599573
1020201369,49457.5,1990.1880575465511
1020201370,14000.0,1779.625244589689
1020201371,10128.75,-120.07233274683313
1020201372,1500.0,570.7522786530986
1020201373,9650.0,2311.1036349472115
1020201374,7860.25,3073.390771416147
1020201375,5300.0,-339.4340821145179
1020201377,9000.0,1742.2121112069901
1020201378,11025.0,3529.0069786289405
1020201379,31917.0,1926.3297682505822
1020201381,3160.0,1130.457447026384
1020201383,176295.0,-4357.258980782732
1020201384,7625.0,1987.040511451614
1020201385,9020.0,3001.7968122608036
1020201386,3200.0,524.0976956890172
1020201387,550.0,283.47803826920136
1020201388,32154.010000000002,9266.881846369748
1020201389,6050.0,2552.6757804933027
1020201390,16000.0,7308.670975712283
1020201391,3906.0,307.02673780499435
1020201392,281608.4,10969.309944197179
1020201393,13703.75,2988.7465180552435
1020201394,900.0,310.85889459900375
1020201395,50250.0,13017.787289683698
1020201396,14280.0,3997.980762534972
1020201397,875.0,442.3995568128431
1020201398,4950.0,1194.8233924802953
1020201399,19900.0,3976.703788718588
1020201400,900.0,626.8259808929477
1020201401,450.0,427.8925907317551
1020201402,3000.0,425.6651104150633
1020201403,1050.0,354.2471241530327
1020201404,450.0,431.3497665622595
1020201405,1100.0,481.7208385730611
1020201406,5950.0,1905.0872502461316
1020201407,5550.0,832.2958109029196
1020201408,185552.0,11189.09337442091
1020201409,35450.0,14715.276626052104
1020201410,62800.0,12745.834430556655
1020201411,2977.0,13.232161322811407
1020201412,4015.0,291.95278175110343
1020201413,57204.0,8342.115762404926
1020201414,43875.0,9775.699883350144
1020201415,2600.0,998.2762307391195
1020201416,14413.75,3619.4495733062413
1020201417,2000.0,1170.9657559739278
1020201418,4120.0,913.3146662263946
1020201419,65800.0,1449.4504137438162
1020201420,400.0,193.02196731942882
1020201421,18670.0,1843.0975932084657
1020201422,5548.0,1001.0384969450024
1020201424,2100.0,631.4242697346139
1020201425,200.0,74.22545087303655
1020201426,4950.0,763.723231742345
1020201427,5750.0,2928.1312765320786
1020201428,11711.67,1852.037399071451
1020201429,859.0,630.2029521054694
1020201430,4900.0,2189.7433158322106
1020201431,8900.0,1836.928722413831
1020201432,10550.0,2390.616352754735
1020201434,2500.0,1109.2891064682217
1020201435,800.0,319.1725140698309
1020201436,1450.0,156.87624651928536
1020201437,1800.0,-822.0811522304975
1020201438,8850.0,3194.302359226572
1020201439,450.0,427.17981847792225
1020201440,10290.0,-152.1123174682216
1020201441,45049.0,1568.8174374949958
1020201442,6935.0,595.2665445915545
1020201443,3500.0,1023.8396403850675
1020201444,5950.0,440.32738865461397
1020201445,9600.0,493.5887279133276
1020201446,7468.0,395.8509812559096
1020201447,14000.0,640.5485615402704
1020201449,450.0,425.1650966209372
1020201450,9200.0,1701.8951694082953
1020201451,450.0,181.22836275825733
1020403001,6150.0,836.9186515031672
1020403008,234423.75,-8832.892162520871
1020403009,79350.0,7147.157952477575
1020403015,4331.2,379.2346874455061
1020403020,69439.0,14613.439638410679
1020403021,41936.0,21275.50268587951
1020403040,550.0,300.1473182328566
1020404001,2095094.32,464160.18427081883
1020404002,9819987.09,3865878.8607095834
1020404003,743105.71,224024.49018786685
1020404004,6260295.05,711020.9994556971
1020404005,2254255.62,239635.13032422404
1020404007,745323.23,326778.1960543204
1020404008,403.0,-96.73119910608362
1020404009,1100948.3,454183.9179430202
1020404010,7130845.97,1853269.7121237167
1020404011,23580.0,8057.272347800711
1020404012,101151.63,45067.80781422042
1020404013,0.0,-450.0
1020404014,30185.45,4854.954540588267
1020404017,4342968.35,1138362.6088705016
1020405002,4342968.35,1138362.6088705016
1020405003,750.0,337.8662111164079
1020406001,2400.0,-109.04891231706154
1020406002,179606.26,20259.499801982824
1020406003,1286111.43,347150.2084137929
1020406004,6000.0,2224.778744841177
1020406006,327360.36,36271.38201764788
1020501001,69439.0,14613.439638410679
